#YY,MM,DD,hh,mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
2020,8,20,0,0,203,4.1,5,99,99,99,999,1011.5,999,30.6,999,99,467.6308824
2020,8,20,0,10,206,3.2,4.5,99,99,99,999,1011.6,999,30.7,999,99,467.3169118
2020,8,20,0,20,195,3.1,4.1,99,99,99,999,1011.6,999,30.4,999,99,467.0301471
2020,8,20,0,30,191,3.2,4,99,99,99,999,1011.7,999,30.4,999,99,466.7779412
2020,8,20,0,40,200,2.8,4,0.19,99,4.13,999,1011.9,999,30.4,999,99,450.8627941
2020,8,20,0,50,209,2.5,3.3,99,99,99,999,1012.1,999,30.4,999,99,466.0801471
2020,8,20,1,0,214,3,3.8,99,99,99,999,1012.2,999,30.4,999,99,467.5029412
2020,8,20,1,10,203,2.8,3.3,99,99,99,999,1012.2,999,30.3,999,99,467.2492647
2020,8,20,1,20,213,2.8,3.7,99,99,99,999,1012.2,999,30.3,999,99,466.8963235
2020,8,20,1,30,207,2.3,3.3,99,99,99,999,1012.3,999,30.3,999,99,466.6389706
2020,8,20,1,40,204,2.6,3.4,0.2,99,4.07,999,1012.2,999,30.3,999,99,450.7763235
2020,8,20,1,50,198,2.4,3.8,99,99,99,999,1012.2,999,30.2,999,99,466.1029412
2020,8,20,2,0,205,2.6,3.2,99,99,99,999,1012.3,999,30.3,999,99,467.4852941
2020,8,20,2,10,217,3.1,4,99,99,99,999,1012.4,999,30.4,999,99,467.1735294
2020,8,20,2,20,215,3.7,5.2,99,99,99,999,1012.4,999,30.4,999,99,466.9470588
2020,8,20,2,30,215,4,4.5,99,99,99,999,1012.5,999,30.4,999,99,466.6463235
2020,8,20,2,40,195,3.5,4.2,0.22,99,4.29,999,1012.4,999,30.3,999,99,450.8869118
2020,8,20,2,50,184,2.2,3.1,99,99,99,999,1012.5,999,30.3,999,99,466.1889706
2020,8,20,3,0,178,2.5,3.2,99,99,99,999,1012.7,999,30.3,999,99,467.6897059
2020,8,20,3,10,176,2.5,3.7,99,99,99,999,1012.6,999,30.3,999,99,467.4139706
2020,8,20,3,20,183,2.6,3.7,99,99,99,999,1012.7,999,30.4,999,99,467.1036765
2020,8,20,3,30,205,2.4,3,99,99,99,999,1012.8,999,30.5,999,99,466.6529412
2020,8,20,3,40,225,2.6,3.7,0.22,99,4.25,999,1012.8,999,30.5,999,99,450.6761765
2020,8,20,3,50,236,3.2,4.2,99,99,99,999,1012.9,999,30.6,999,99,465.9264706
2020,8,20,4,0,227,3.1,4.1,99,99,99,999,1012.9,999,30.6,999,99,467.4066176
2020,8,20,4,10,221,2.3,3.2,99,99,99,999,1013,999,30.5,999,99,467.1073529
2020,8,20,4,20,224,1.8,2.5,99,99,99,999,1013.2,999,30.5,999,99,466.7875
2020,8,20,4,30,213,1.8,2.3,99,99,99,999,1013.2,999,30.6,999,99,466.5860294
2020,8,20,4,40,217,2,2.8,0.19,99,4.02,999,1013.2,999,30.6,999,99,450.6941176
2020,8,20,4,50,204,1.6,2.1,99,99,99,999,1013.3,999,30.5,999,99,466.0492647
2020,8,20,5,0,222,1.5,2.4,99,99,99,999,1013.4,999,30.6,999,99,467.3794118
2020,8,20,5,10,207,1.4,2.2,99,99,99,999,1013.2,999,30.6,999,99,467.1573529
2020,8,20,5,20,206,2.1,2.8,99,99,99,999,1013.1,999,30.5,999,99,466.8691176
2020,8,20,5,30,203,2.1,2.7,99,99,99,999,1013,999,30.5,999,99,466.5786765
2020,8,20,5,40,198,2.2,3.2,0.18,99,3.84,999,1012.9,999,30.5,999,99,450.7176471
2020,8,20,5,50,217,2.2,2.8,99,99,99,999,1012.8,999,30.5,999,99,465.8632353
2020,8,20,6,0,218,2.2,3,99,99,99,999,1012.7,999,30.5,999,99,467.2676471
2020,8,20,6,10,208,2.4,3.3,99,99,99,999,1012.5,999,30.5,999,99,467.0316176
2020,8,20,6,20,207,2.3,3,99,99,99,999,1012.4,999,30.5,999,99,466.7176471
2020,8,20,6,30,209,2.4,3.3,99,99,99,999,1012.5,999,30.5,999,99,466.4360294
2020,8,20,6,40,204,2.6,3.5,0.17,99,3.99,999,1012.5,999,30.5,999,99,450.595
2020,8,20,6,50,195,2.8,3.7,99,99,99,999,1012.5,999,30.5,999,99,465.9713235
2020,8,20,7,0,185,3.3,4.3,99,99,99,999,1012.4,999,30.5,999,99,467.4786765
2020,8,20,7,10,181,3.6,4.3,99,99,99,999,1012.4,999,30.5,999,99,467.2183824
2020,8,20,7,20,181,3.8,4.6,99,99,99,999,1012.4,999,30.5,999,99,466.9382353
2020,8,20,7,30,176,3.7,4.8,99,99,99,999,1012.5,999,30.6,999,99,466.7205882
2020,8,20,7,40,164,3.6,4.8,0.17,99,3.96,999,1012.4,999,30.5,999,99,450.8823529
2020,8,20,7,50,159,3.6,4.8,99,99,99,999,1012.1,999,30.4,999,99,466.1588235
2020,8,20,8,0,157,3.6,4.5,99,99,99,999,1012.1,999,30.4,999,99,467.5816176
2020,8,20,8,10,163,3.9,4.8,99,99,99,999,1012.2,999,30.4,999,99,467.2735294
2020,8,20,8,20,165,3.8,4.8,99,99,99,999,1012.3,999,30.3,999,99,466.9588235
2020,8,20,8,30,165,3.7,5.3,99,99,99,999,1012.3,999,30.3,999,99,466.6816176
2020,8,20,8,40,166,4.1,5,0.17,99,3.94,999,1012.5,999,30.3,999,99,450.8052941
2020,8,20,8,50,168,3.9,4.9,99,99,99,999,1012.3,999,30.3,999,99,466.0595588
2020,8,20,9,0,217,8.0 1,0.9,99,99,99,999,1012.3,999,30.3,999,99,-526
2020,8,20,9,10,190,6.3,9,99,99,99,999,1012.8,999,30.3,999,99,467.2823529
2020,8,20,9,20,159 1,1.9 1,7.9,99,99,99,999,1012.7,999,30.3,999,99,-784.3
2020,8,20,9,30,137 1,0.5 1,5.5,99,99,99,999,1012.9,999,30.3,999,99,-776.3
2020,8,20,9,40,155,8.1 1,0.1,0.19,99,2.92,999,1013.1,999,30.3,999,99,-548.6666667
2020,8,20,9,50,162,8.9 1,3.2,99,99,99,999,1012.7,999,30.3,999,99,-539.3333333
2020,8,20,10,0,127,5.8 1,4.4,99,99,99,999,1012.3,999,30.3,999,99,-585.7333333
2020,8,20,10,10,94,2.9,4.8,99,99,99,999,1012.4,999,30.2,999,99,467.6544118
2020,8,20,10,20,114,2.5,4.9,99,99,99,999,1012.4,999,30.2,999,99,467.2110294
2020,8,20,10,30,99,2.4,3.4,99,99,99,999,1012.4,999,30.2,999,99,466.9705882
2020,8,20,10,40,108,2.4,3.5,0.23,99,2.97,999,1012.4,999,30.3,999,99,450.9376471
2020,8,20,10,50,107,1.9,2.9,99,99,99,999,1012.6,999,30.3,999,99,466.3463235
2020,8,20,11,0,125,2.3,3.2,99,99,99,999,1012.4,999,30.3,999,99,467.6205882
2020,8,20,11,10,127,2.8,4.2,99,99,99,999,1012.7,999,30.3,999,99,467.4
2020,8,20,11,20,127,2.4,3.3,99,99,99,999,1012.7,999,30.2,999,99,467.0477941
2020,8,20,11,30,124,2,2.5,99,99,99,999,1012.6,999,30.3,999,99,466.7448529
2020,8,20,11,40,126,2.3,3.2,0.27,4.17,3.32,158,1012.6,999,30.3,999,99,338.0140441
2020,8,20,11,50,136,3.1,4,99,99,99,999,1012.7,999,30.3,999,99,466.1544118
2020,8,20,12,0,152,3.6,5,99,99,99,999,1012.7,999,30.3,999,99,467.5
2020,8,20,12,10,158,2.9,3.7,99,99,99,999,1012.7,999,30.3,999,99,467.1036765
2020,8,20,12,20,140,3.3,4.6,99,99,99,999,1012.5,999,30.3,999,99,466.9514706
2020,8,20,12,30,140,3.2,4,99,99,99,999,1012.5,999,30.3,999,99,466.6338235
2020,8,20,12,40,135,3.3,4.2,0.22,99,3.13,999,1012.4,999,30.3,999,99,450.6910294
2020,8,20,12,50,129,3.2,4.1,99,99,99,999,1012.4,999,30.3,999,99,466.1154412
2020,8,20,13,0,142,3.9,5.2,99,99,99,999,1012.3,999,30.3,999,99,467.475
2020,8,20,13,10,162,5.5,6.8,99,99,99,999,1012.1,999,30.3,999,99,467.0867647
2020,8,20,13,20,169,5.6,6.6,99,99,99,999,1012.1,999,30.2,999,99,466.7161765
2020,8,20,13,30,164,5.4,6.8,99,99,99,999,1012.3,999,30.2,999,99,466.4926471
2020,8,20,13,40,168,5.5,6.4,0.2,99,3.22,999,1012.4,999,30.3,999,99,450.5182353
2020,8,20,13,50,164,5.4,6.8,99,99,99,999,1012.7,999,30.3,999,99,465.9823529
2020,8,20,14,0,172,5.5,6.6,99,99,99,999,1012.9,999,30.3,999,99,467.3661765
2020,8,20,14,10,172,5.4,6.4,99,99,99,999,1013,999,30.3,999,99,467.0779412
2020,8,20,14,20,181,5.6,6.6,99,99,99,999,1013.1,999,30.3,999,99,466.7426471
2020,8,20,14,30,180,5.8,7,99,99,99,999,1013.1,999,30.3,999,99,466.4735294
2020,8,20,14,40,180,5.5,6.9,0.23,99,3.01,999,1013.2,999,30.3,999,99,450.4947059
2020,8,20,14,50,183,5.2,6.3,99,99,99,999,1013.4,999,30.3,999,99,465.8727941
2020,8,20,15,0,186,5.3,6.4,99,99,99,999,1013.4,999,30.3,999,99,467.275
2020,8,20,15,10,180,5.5,6.6,99,99,99,999,1013.5,999,30.3,999,99,467.05
2020,8,20,15,20,176,5.3,6.4,99,99,99,999,1013.5,999,30.3,999,99,466.775
2020,8,20,15,30,174,5.3,6.2,99,99,99,999,1013.3,999,30.4,999,99,466.4779412
2020,8,20,15,40,183,5.2,6.2,0.24,99,2.94,999,1013.3,999,30.4,999,99,450.4182353
2020,8,20,15,50,184,5.5,6.6,99,99,99,999,1013.3,999,30.4,999,99,465.8338235
2020,8,20,16,0,175,5.6,6.8,99,99,99,999,1013.3,999,30.4,999,99,467.3279412
2020,8,20,16,10,175,5.2,6.1,99,99,99,999,1013.2,999,30.4,999,99,466.9875
2020,8,20,16,20,181,5.4,6.6,99,99,99,999,1013.3,999,30.4,999,99,466.6852941
2020,8,20,16,30,181,5.9,7.5,99,99,99,999,1013.3,999,30.4,999,99,466.4316176
2020,8,20,16,40,178,6.5,7.5,0.27,4,2.94,121,1013.1,999,30.4,999,99,333.0089706
2020,8,20,16,50,178,6.1,7.5,99,99,99,999,1013,999,30.5,999,99,465.8433824
2020,8,20,17,0,188,5.8,6.8,99,99,99,999,1012.9,999,30.5,999,99,467.1441176
2020,8,20,17,10,185,5.9,7.1,99,99,99,999,1012.7,999,30.6,999,99,466.8742647
2020,8,20,17,20,185,6.6,8,99,99,99,999,1012.5,999,30.5,999,99,466.575
2020,8,20,17,30,187,7,8.4,99,99,99,999,1012.5,999,30.6,999,99,466.3058824
2020,8,20,17,40,196,6.8,8,0.28,2.15,2.75,359,1012.5,999,30.6,999,99,362.3793382
2020,8,20,17,50,195,6.7,8.1,99,99,99,999,1012.4,999,30.6,999,99,465.6286765
2020,8,20,18,0,194,7.5,8.6,99,99,99,999,1012.2,999,30.6,999,99,467.0558824
2020,8,20,18,10,197,7,8.5,99,99,99,999,1012.2,999,30.6,999,99,466.7286765
2020,8,20,18,20,204,6.6,8.1,99,99,99,999,1012.1,999,30.6,999,99,466.3477941
2020,8,20,18,30,209,6.8,8.3,99,99,99,999,1012,999,30.6,999,99,466.0125
2020,8,20,18,40,208,6.6,8,0.32,3.85,2.93,137,1011.9,999,30.6,999,99,334.5568382
2020,8,20,18,50,204,6.9,8.2,99,99,99,999,1011.9,999,30.5,999,99,465.425
2020,8,20,19,0,204,7,8.1,99,99,99,999,1011.8,999,30.5,999,99,466.8272059
2020,8,20,19,10,206,7.1,8.2,99,99,99,999,1012,999,30.5,999,99,466.5529412
2020,8,20,19,20,202,7.2,8.5,99,99,99,999,1012.1,999,30.4,999,99,466.2963235
2020,8,20,19,30,200,6.9,8.1,99,99,99,999,1012.1,999,30.3,999,99,465.9786765
2020,8,20,19,40,161,7,9,0.43,4.17,3.03,126,1011.9,999,30.4,999,99,333.5230147
2020,8,20,19,50,171,6.4,9,99,99,99,999,1011.6,999,30.4,999,99,465.575
2020,8,20,20,0,176,6.6,8.1,99,99,99,999,1011.6,999,30.3,999,99,466.9080882
2020,8,20,20,10,174,6.6,7.9,99,99,99,999,1011.4,999,30.3,999,99,466.5919118
2020,8,20,20,20,192,6.3,8.1,99,99,99,999,1011.3,999,30.3,999,99,466.1536765
2020,8,20,20,30,204,6.7,8.5,99,99,99,999,1011.3,999,999,999,99,650.9845588
2020,8,20,20,40,215,6.6,7.5,0.46,3.33,3,147,1011.4,999,30.3,999,99,335.4765441
2020,8,20,20,50,222,6.7,8.3,99,99,99,999,1011.4,999,30.3,999,99,465.0786765
2020,8,20,21,0,229,7.1,8.6,99,99,99,999,1011.4,999,30.3,999,99,466.4632353
2020,8,20,21,10,236,6.3,7.7,99,99,99,999,1011.5,999,30.3,999,99,466.0875
2020,8,20,21,20,234,6.9,7.8,99,99,99,999,1011.6,999,30.3,999,99,465.8352941
2020,8,20,21,30,239,6.4,7.6,99,99,99,999,1011.6,999,30.3,999,99,465.4897059
2020,8,20,21,40,242,6.2,7.5,0.41,2.86,2.91,189,1011.4,999,30.3,999,99,340.4204412
2020,8,20,21,50,239,5.6,7,99,99,99,999,1011.2,999,30.3,999,99,464.8088235
2020,8,20,22,0,236,5.4,6.3,99,99,99,999,1011.3,999,30.3,999,99,466.2360294
2020,8,20,22,10,235,4.9,5.9,99,99,99,999,1011.3,999,30.4,999,99,465.9463235
2020,8,20,22,20,241,4.4,5.3,99,99,99,999,1011.4,999,30.4,999,99,465.5933824
2020,8,20,22,30,244,4.6,5.5,99,99,99,999,1011.3,999,30.4,999,99,465.2727941
2020,8,20,22,40,244,4.1,4.8,0.38,4.17,2.97,169,1011.3,999,30.2,999,99,337.8006618
2020,8,20,22,50,241,4.2,5.2,99,99,99,999,1011.4,999,30.1,999,99,464.6470588
2020,8,20,23,0,235,3.7,4.6,99,99,99,999,1011.6,999,30,999,99,466.0911765
2020,8,20,23,10,229,3.5,4.3,99,99,99,999,1011.6,999,30,999,99,465.8272059
2020,8,20,23,20,231,3.8,4.6,99,99,99,999,1011.5,999,30,999,99,465.5191176
2020,8,20,23,30,231,4.3,5.4,99,99,99,999,1011.2,999,30,999,99,465.2176471
2020,8,20,23,40,222,4.8,5.8,0.39,4.55,3.08,134,1010.8,999,30,999,99,333.5138971
2020,8,20,23,50,223,5.1,6.1,99,99,99,999,1010.9,999,30.1,999,99,464.7007353
2020,8,21,0,0,223,5.5,6.4,99,99,99,999,1010.8,999,30.1,999,99,467.2838235
2020,8,21,0,10,223,6.2,7.5,99,99,99,999,1010.8,999,30.1,999,99,467.0404412
2020,8,21,0,20,228,6.1,7.1,99,99,99,999,1011,999,30.1,999,99,466.7227941
2020,8,21,0,30,235,6.2,7.1,99,99,99,999,1011.1,999,30.1,999,99,466.3933824
2020,8,21,0,40,259,5.6,7,0.45,5,3.75,132,1011.4,999,30.2,999,99,334.3933824
2020,8,21,0,50,308,3.7,6.1,99,99,99,999,1011.6,999,30.2,999,99,465.2875
2020,8,21,1,0,334,4.6,6,99,99,99,999,1011.6,999,30.2,999,99,466.525
2020,8,21,1,10,340,5.8,7.1,99,99,99,999,1011.6,999,30.2,999,99,466.2448529
2020,8,21,1,20,336,4.8,6.8,99,99,99,999,1011.7,999,30.2,999,99,465.9691176
2020,8,21,1,30,344,2.9,4.2,99,99,99,999,1011.8,999,30.2,999,99,465.5073529
2020,8,21,1,40,349,2.8,3.9,0.46,5.26,3.79,133,1011.9,999,30.2,999,99,333.7492647
2020,8,21,1,50,339,2.2,3.2,99,99,99,999,1012.3,999,30.2,999,99,464.9823529
2020,8,21,2,0,347,2.1,3.1,99,99,99,999,1012.7,999,30.2,999,99,466.3963235
2020,8,21,2,10,21,3.4,4.8,99,99,99,999,1012.7,999,30.2,999,99,468.5808824
2020,8,21,2,20,28,4.9,6.3,99,99,99,999,1013,999,30.2,999,99,468.3566176
2020,8,21,2,30,26,4.6,6.6,99,99,99,999,1013,999,30.3,999,99,468.1029412
2020,8,21,2,40,25,4.6,6.3,0.5,5.26,3.78,128,1013,999,30.3,999,99,335.7520588
2020,8,21,2,50,29,3.7,5.4,99,99,99,999,1013,999,30.3,999,99,467.4352941
2020,8,21,3,0,21,4.1,5.9,99,99,99,999,1013,999,30.2,999,99,468.9183824
2020,8,21,3,10,14,3,3.8,99,99,99,999,1012.9,999,30.2,999,99,468.5676471
2020,8,21,3,20,35,3,4.1,99,99,99,999,1012.8,999,30.2,999,99,468.1154412
2020,8,21,3,30,53,3.1,4.3,99,99,99,999,1012.8,999,30.2,999,99,467.6977941
2020,8,21,3,40,67,2.8,4.3,0.54,5.56,3.93,133,1012.9,999,30.3,999,99,335.9441176
2020,8,21,3,50,108,2.2,3.7,99,99,99,999,1013,999,30.2,999,99,466.6992647
2020,8,21,4,0,102,2.3,3.4,99,99,99,999,1013,999,30.2,999,99,468.1529412
2020,8,21,4,10,103,2.5,4,99,99,99,999,1012.7,999,30.2,999,99,467.8323529
2020,8,21,4,20,98,2.3,3.4,99,99,99,999,1012.7,999,30.3,999,99,467.5691176
2020,8,21,4,30,90,2.2,3.4,99,99,99,999,1012.7,999,30.3,999,99,467.3323529
2020,8,21,4,40,86,1.7,2.7,0.68,5,4.13,310,1013,999,30.3,999,99,357.8011765
2020,8,21,4,50,110,2.4,3.5,99,99,99,999,1013.2,999,30.3,999,99,466.6772059
2020,8,21,5,0,127,2.7,4.1,99,99,99,999,1013,999,30.4,999,99,467.9875
2020,8,21,5,10,133,2.2,3.3,99,99,99,999,1012.9,999,30.3,999,99,467.5786765
2020,8,21,5,20,119,2.4,4.4,99,99,99,999,1012.7,999,30.3,999,99,467.4014706
2020,8,21,5,30,126,2.3,3.8,99,99,99,999,1012.7,999,30.3,999,99,467.0323529
2020,8,21,5,40,112,2.6,3.9,0.78,4.55,4.15,20,1012.7,999,30.3,999,99,321.2933088
2020,8,21,5,50,134,2.5,3.9,99,99,99,999,1012.6,999,30.3,999,99,466.3772059
2020,8,21,6,0,121,1.7,3.1,99,99,99,999,1012.9,999,30.3,999,99,467.8948529
2020,8,21,6,10,119,1.9,3,99,99,99,999,1012.7,999,30.2,999,99,467.5661765
2020,8,21,6,20,100,1.6,3.5,99,99,99,999,1012.5,999,30.2,999,99,467.3963235
2020,8,21,6,30,138,0.5,1.4,99,99,99,999,1012.5,999,30.2,999,99,466.7294118
2020,8,21,6,40,171,1.4,2.7,0.87,5.56,4.29,6,1012.6,999,30.3,999,99,319.0829412
2020,8,21,6,50,182,1.7,3.4,99,99,99,999,1012.5,999,30.2,999,99,465.9088235
2020,8,21,7,0,204,2.9,4.8,99,99,99,999,1012.5,999,30.2,999,99,467.2352941
2020,8,21,7,10,207,3.7,5.1,99,99,99,999,1012.4,999,30.1,999,99,466.9080882
2020,8,21,7,20,214,3.9,5.2,99,99,99,999,1012.3,999,30,999,99,466.5352941
2020,8,21,7,30,217,3.7,5,99,99,99,999,1012.3,999,30,999,99,466.2088235
2020,8,21,7,40,221,3.4,4.6,1.09,7.69,4.84,354,1012.1,999,30,999,99,362.3740441
2020,8,21,7,50,222,3.2,4.3,99,99,99,999,1012.1,999,30.1,999,99,465.5404412
2020,8,21,8,0,225,2.7,4.3,99,99,99,999,1011.9,999,30.1,999,99,466.9007353
2020,8,21,8,10,234,2.2,3.5,99,99,99,999,1011.9,999,30.1,999,99,466.5036765
2020,8,21,8,20,237,1.9,3.3,99,99,99,999,1012,999,30,999,99,466.1713235
2020,8,21,8,30,255,2.5,4,99,99,99,999,1012,999,30,999,99,465.7794118
2020,8,21,8,40,264,1.8,2.9,1.25,7.14,5.37,331,1011.9,999,30,999,99,359.0354412
2020,8,21,8,50,232,1.4,2.6,99,99,99,999,1011.8,999,30,999,99,465.2632353
2020,8,21,9,0,242,1.5,2.7,99,99,99,999,1011.9,999,30,999,99,466.6286765
2020,8,21,9,10,218,1.4,2.6,99,99,99,999,1011.9,999,30.1,999,99,466.525
2020,8,21,9,20,196,1.6,2.7,99,99,99,999,1011.9,999,30.1,999,99,466.3992647
2020,8,21,9,30,195,1.8,3,99,99,99,999,1012,999,30.1,999,99,466.1411765
2020,8,21,9,40,181,1.9,3.5,1.24,6.67,5.26,348,1012,999,30,999,99,361.7075735
2020,8,21,9,50,162,2.6,4.2,99,99,99,999,1012.1,999,30.1,999,99,465.8661765
2020,8,21,10,0,149,3,4.9,99,99,99,999,1012.1,999,30.1,999,99,467.4125
2020,8,21,10,10,153,3.4,5.4,99,99,99,999,1012.3,999,30,999,99,467.1235294
2020,8,21,10,20,148,3.9,5.4,99,99,99,999,1012.4,999,30,999,99,466.8882353
2020,8,21,10,30,163,2.8,4.4,99,99,99,999,1012.7,999,30,999,99,466.475
2020,8,21,10,40,152,2.9,4.3,1,6.67,5.13,359,1012.9,999,30.1,999,99,363.4124265
2020,8,21,10,50,155,2.9,4.3,99,99,99,999,1013.2,999,30.1,999,99,466.0360294
2020,8,21,11,0,158,3.2,4.5,99,99,99,999,1013,999,30.1,999,99,467.4154412
2020,8,21,11,10,175,2.3,3.4,99,99,99,999,1013,999,30.1,999,99,466.9426471
2020,8,21,11,20,149,2.9,4.2,99,99,99,999,1013,999,30.1,999,99,466.8779412
2020,8,21,11,30,136,3.7,5.1,99,99,99,999,1013,999,30.1,999,99,466.7242647
2020,8,21,11,40,131,3.7,5.1,0.87,6.25,4.96,359,1013,999,30.1,999,99,363.5121324
2020,8,21,11,50,124,3.7,4.9,99,99,99,999,1013,999,30.1,999,99,466.2169118
2020,8,21,12,0,124,3.7,5.3,99,99,99,999,1013.2,999,30.1,999,99,467.6801471
2020,8,21,12,10,123,3.6,5.3,99,99,99,999,1013.2,999,30.1,999,99,467.3919118
2020,8,21,12,20,130,4,5.4,99,99,99,999,1013.1,999,30.1,999,99,467.0411765
2020,8,21,12,30,127,4.1,5.3,99,99,99,999,1013.1,999,30.1,999,99,466.7669118
2020,8,21,12,40,113,4.9,6,0.81,5.88,4.89,8,1013.1,999,30.1,999,99,319.7427941
2020,8,21,12,50,115,5.1,6.4,99,99,99,999,1013,999,30.1,999,99,466.3073529
2020,8,21,13,0,111,5,6.3,99,99,99,999,1013.1,999,30.1,999,99,467.7654412
2020,8,21,13,10,114,5.2,7.1,99,99,99,999,1013.2,999,30.1,999,99,467.4963235
2020,8,21,13,20,114,5.8,8,99,99,99,999,1013.4,999,30.1,999,99,467.2735294
2020,8,21,13,30,112,6.9,8.9,99,99,99,999,1013.6,999,30.1,999,99,467.0727941
2020,8,21,13,40,119,6.5,8,0.69,6.25,4.66,7,1013.7,999,30.1,999,99,319.7066912
2020,8,21,13,50,125,7.1,8.9,99,99,99,999,1014,999,30.1,999,99,466.4507353
